,Variable_0,Variable_1,Variable_2,Variable_3,Variable_4,Variable_5,Coefficient_0,Coefficient_1,Coefficient_2,Coefficient_3,Coefficient_4,Coefficient_5,Coefficient_const,PValue_0,PValue_1,PValue_2,PValue_3,PValue_4,PValue_5,PValue_const,VIF_0,VIF_1,VIF_2,VIF_3,VIF_4,VIF_5,AIC,BIC,Rsq,RMSE,AdjRsq,Significant_Variables,Multicolinearity,Base_MEV_ID,Durbin_Watson,BreuschPagan,jarque_bera,OVXCLS,DCOILWTICO,SP500,T10YIE,DBAA,VIXCLS
10,T10YIE_lag7,,,,,,31893.69661432368,,,,,,-45710.91753080612,4.1583098612848277e-249,,,,,,2.6986772004532045e-156,1.0000000000000002,,,,,,45231.431414284125,45242.70973662745,0.42160587221747003,12887.144240597738,0.42132726232932816,Pass,Pass,3,0.006219638519391068,2.6763314923472944e-45,1.2302449035814262e-33,,,,True,,
11,T10YIE_lag14,,,,,,31391.335802321257,,,,,,-44672.540294978186,2.4966738047508947e-237,,,,,,7.334564596264331e-147,0.9999999999999998,,,,,,45285.6884971209,45296.96681946422,0.4063049757921019,13056.490480486651,0.40601899552995935,Pass,Pass,3,0.005951978203628076,1.9373337504434945e-46,1.089357168022852e-36,,,,True,,
12,DBAA_lag0,,,,,,-18840.880086469188,,,,,,92561.31055472969,3.8444148174685963e-268,,,,,,0.0,1.0,,,,,,45143.74682697348,45155.0251493168,0.445504388177548,12618.095460341949,0.44523729009863544,Pass,Pass,4,0.005976323752456843,2.924495332953547e-117,4.6711726750649024e-63,,,,,True,
13,DBAA_lag7,,,,,,-19078.953605950108,,,,,,93606.60544597468,4.603527992117663e-278,,,,,,0.0,0.9999999999999998,,,,,,45098.03819730336,45109.31651964668,0.45756815844134946,12480.079146011423,0.45730687142711113,Pass,Pass,4,0.006253901738286657,4.900555614597443e-115,9.760792271148577e-62,,,,,True,
14,DBAA_lag14,,,,,,-19309.091954125346,,,,,,94627.64168794511,8.847747765856376e-288,,,,,,0.0,1.0,,,,,,45053.274990509955,45064.55331285328,0.4691279910769215,12346.380732380183,0.46887227238283524,Pass,Pass,4,0.006543536668533414,1.7605411494015516e-111,3.274290109669737e-61,,,,,True,
15,VIXCLS_lag0,,,,,,315.66249136279356,,,,,,8740.673962306064,1.1960503797620717e-12,,,,,,6.435387811297946e-23,1.0,,,,,,46318.58236027295,46329.86068261627,0.02403444665262866,16740.25220358032,0.023564328370669352,Pass,Pass,5,0.003282533138807505,6.2565645425617284e-09,8.35521380969133e-211,,,,,,True
16,VIXCLS_lag7,,,,,,329.00448144691313,,,,,,8510.491255990542,1.272270022464508e-13,,,,,,6.279552839083025e-22,1.0,,,,,,46314.17610854834,46325.45443089166,0.026101719910500143,16722.51334955991,0.025632597424907866,Pass,Pass,5,0.0029524597368859734,3.0512604823496753e-10,2.2451077452935242e-209,,,,,,True
17,VIXCLS_lag14,,,,,,340.80553219104695,,,,,,8312.902088705447,1.890202178358951e-14,,,,,,4.840965934211391e-21,1.0,,,,,,46310.42211395662,46321.70043629994,0.027859519957174728,16707.41520681816,0.027391244196075082,Pass,Pass,5,0.0029865962002468696,2.273899415879944e-12,8.271900819713332e-206,,,,,,True
18,OVXCLS_lag0,DCOILWTICO_lag0,,,,,352.5950154508797,1032.7207946370988,,,,,-56803.7316337635,3.7530730676059887e-103,3.18807009743577e-241,,,,,1.883293135075516e-157,1.5129664275738792,1.5129664275738794,,,,,45268.84008734011,45285.75757085509,0.41166571210084835,13000.541913329012,0.4110986429076926,Pass,Pass,6,0.03390117068945127,1.5122949726448044e-74,2.759204025049575e-64,True,True,,,,
19,OVXCLS_lag0,DCOILWTICO_lag7,,,,,299.57590786266985,948.6045807945711,,,,,-49918.31444068764,3.6643714478974266e-76,8.766240562978248e-205,,,,,3.0280479026519724e-125,1.4165748173260755,1.4165748173260755,,,,,45436.763729896775,45453.68121341175,0.3621484820413656,13536.586807362046,0.36153368539755015,Pass,Pass,6,0.0274164334569843,3.181190134069453e-71,7.924548235667648e-69,True,True,,,,
20,OVXCLS_lag0,DCOILWTICO_lag14,,,,,238.19486433852003,851.488293548719,,,,,-42013.34920908869,1.3660673637191733e-50,4.637183817621116e-170,,,,,1.2516179448162413e-94,1.3011117522659827,1.3011117522659823,,,,,45596.75046834233,45613.66795185731,0.31109990774810936,14067.842499527263,0.31043590765919193,Pass,Pass,6,0.0183338578793603,2.388573811802525e-52,2.2142544294088043e-81,True,True,,,,
21,OVXCLS_lag7,DCOILWTICO_lag0,,,,,328.72548486538085,994.83111258001,,,,,-53755.55891894974,2.074651617811687e-92,1.8466055611173777e-230,,,,,9.583230188911615e-147,1.4543226387879253,1.4543226387879253,,,,,45318.282561053646,45335.20004456862,0.39749943602925486,13156.128442912515,0.3969187125941024,Pass,Pass,6,0.03143937172893147,8.1029590897595875e-56,7.059405140384168e-80,True,True,,,,
22,OVXCLS_lag7,DCOILWTICO_lag7,,,,,355.3929955368246,1032.9588568885429,,,,,-56775.4687608025,7.15454040788456e-101,2.017169588491108e-229,,,,,9.47199475123247e-150,1.5359268639511117,1.5359268639511117,,,,,45323.067837730036,45339.98532124501,0.3961103820713847,13171.285317924614,0.3955283197890439,Pass,Pass,6,0.033488351147822386,3.6761314559832336e-70,2.1429126363281946e-65,True,True,,,,
23,OVXCLS_lag7,DCOILWTICO_lag14,,,,,300.0156097652995,941.6173344982187,,,,,-49414.83128939254,6.558018968190788e-74,2.7411213754563834e-193,,,,,9.728429943684499e-118,1.4319835331416582,1.4319835331416582,,,,,45489.57191501947,45506.489398534446,0.3457310457891969,13709.686771336586,0.3451004251104396,Pass,Pass,6,0.026261932868575366,1.4651327197456212e-68,4.9394774464774634e-71,True,True,,,,
24,OVXCLS_lag14,DCOILWTICO_lag0,,,,,312.56123007429954,969.58714081363,,,,,-51713.56340049955,2.69641666306392e-85,2.4810477769009003e-223,,,,,1.1708695426772683e-139,1.4157438063258325,1.4157438063258327,,,,,45351.01643130954,45367.93391482451,0.3879333475867468,13260.159104486076,0.3873434038253847,Pass,Pass,6,0.029084585276304982,7.534259415599039e-71,3.129606111357245e-73,True,True,,,,
25,OVXCLS_lag14,DCOILWTICO_lag7,,,,,331.63525144852497,994.9316177219514,,,,,-53730.420799404485,1.8286695183654237e-90,5.293084419632982e-219,,,,,2.113094823989532e-139,1.4776952395629213,1.477695239562921,,,,,45370.96604218028,45387.88352569525,0.38202897207961495,13323.96346954299,0.3814333373539086,Pass,Pass,6,0.03122397416067068,9.427815840876947e-53,2.9652633445829693e-80,True,True,,,,
26,OVXCLS_lag14,DCOILWTICO_lag14,,,,,357.43612205784996,1030.5613429634582,,,,,-56576.88535997183,4.5745368761977146e-98,2.203776273917914e-217,,,,,1.2373500157786013e-141,1.5615230032669145,1.5615230032669145,,,,,45378.428872131844,45395.34635564682,0.3798056304333608,13347.910486667635,0.3792078527277545,Pass,Pass,6,0.0324669260271555,7.787330686810326e-65,4.463893806290658e-69,True,True,,,,
27,OVXCLS_lag0,SP500_lag0,,,,,-5.349318933202796,21.513681585264766,,,,,-50910.227525796974,0.4280599638755256,0.0,,,,,0.0,1.0005170469566216,1.0005170469566216,,,,,42688.38442758693,42705.3019111019,0.8300511372666601,6987.2857967983055,0.8298873311339051,Fail,Pass,7,0.014472286883320949,1.6191811897849773e-83,9.724055487462693e-97,True,,True,,,
28,OVXCLS_lag0,SP500_lag7,,,,,-9.605990571795441,21.52860326950991,,,,,-50613.84791236599,0.16203149793850022,0.0,,,,,0.0,1.00084749626827,1.0008474962682699,,,,,42760.336688517375,42777.25417203235,0.8240634688637356,7109.308959724551,0.8238938914843272,Fail,Pass,7,0.01623269528934228,1.255167853490019e-79,6.673450301040296e-122,True,,True,,,
29,OVXCLS_lag0,SP500_lag14,,,,,-16.701632096551787,21.51850458643253,,,,,-50133.86674595589,0.017071615394221792,0.0,,,,,0.0,1.0015805613996165,1.0015805613996163,,,,,42836.280875638186,42853.19835915316,0.8175146162081061,7240.414318993293,0.8173387266815597,Pass,Pass,7,0.016008152917000102,1.6907809458734995e-78,6.915629384380875e-144,True,,True,,,
30,OVXCLS_lag7,SP500_lag0,,,,,-11.511005140049756,21.52244973952722,,,,,-50695.963209146284,0.08815235279672294,0.0,,,,,0.0,1.0011997445185126,1.0011997445185128,,,,,42686.10086842142,42703.01835193639,0.8302377951694258,6983.447611581631,0.8300741689479023,Fail,Pass,7,0.014407304312358645,3.0948717119424314e-83,5.810483041629844e-97,True,,True,,,
31,OVXCLS_lag7,SP500_lag7,,,,,-2.988115725198644,21.521820152707154,,,,,-50852.36813952911,0.6636130825949556,0.0,,,,,0.0,1.0004916540744015,1.0004916540744015,,,,,42762.10566734933,42779.023150864305,0.8239136322374349,7112.33564257791,0.8237439104371818,Fail,Pass,7,0.016383716399649587,7.417776096239421e-80,7.01834706441255e-122,True,,True,,,
32,OVXCLS_lag7,SP500_lag14,,,,,-7.26280834020513,21.503964156401985,,,,,-50459.44954681043,0.2997396677026297,0.0,,,,,0.0,1.0008185137249075,1.0008185137249075,,,,,42840.90230345985,42857.819786974826,0.8171083209656702,7248.470060869896,0.8169320398292517,Fail,Pass,7,0.015916279143941454,1.173026956355053e-78,1.8895812926150278e-143,True,,True,,,
33,OVXCLS_lag14,SP500_lag0,,,,,-16.758840303042852,21.533243567427675,,,,,-50523.82407623972,0.013052857165261129,0.0,,,,,0.0,1.0019503827988672,1.0019503827988672,,,,,42682.84124111192,42699.758724626896,0.8305038816632689,6977.972512449927,0.8303405119106553,Pass,Pass,7,0.014542425974128506,3.3819257762926605e-83,5.081320198602029e-97,True,,True,,,
34,OVXCLS_lag14,SP500_lag7,,,,,-8.753179767632414,21.52875603565077,,,,,-50648.034355101336,0.202757642628965,0.0,,,,,0.0,1.0010566427356564,1.0010566427356566,,,,,42760.67001488785,42777.58749840283,0.8240352450961252,7109.879175120306,0.8238656405130854,Fail,Pass,7,0.0163567376801148,1.2077626721536293e-79,5.017244343962819e-122,True,,True,,,
35,OVXCLS_lag14,SP500_lag14,,,,,-0.2937323789262978,21.49752630413868,,,,,-50712.62227916893,0.9665491191243029,0.0,,,,,0.0,1.0004036531088953,1.0004036531088953,,,,,42841.97770808546,42858.89519160044,0.8170136465383907,7250.345914296094,0.816837274149512,Fail,Pass,7,0.01596859456981788,5.269092431874926e-79,2.4470261544505237e-143,True,,True,,,
36,OVXCLS_lag0,T10YIE_lag0,,,,,344.42927528814243,43747.17847465388,,,,,-81669.88817396664,3.277312199030062e-152,0.0,,,,,1.2470859424e-314,1.3375730009398525,1.3375730009398525,,,,,44487.75646236028,44504.673945875256,0.5960007973753412,10773.073675242877,0.5956114005535343,Pass,Pass,8,0.033013449482942124,4.3054922188766086e-104,0.6122931159489609,True,,,True,,
37,OVXCLS_lag0,T10YIE_lag7,,,,,324.44453285686257,42348.87003608993,,,,,-78127.00761746237,2.7415579908654033e-131,0.0,,,,,2.6045762227345974e-284,1.3144090882458486,1.3144090882458486,,,,,44638.01425591032,44654.931739425294,0.5657059862278588,11169.694565759328,0.5652873895880786,Pass,Pass,8,0.034165540411012614,1.6673230458785878e-99,1.4988998472527628e-06,True,,,True,,
38,OVXCLS_lag0,T10YIE_lag14,,,,,288.9022679939644,40146.95653741492,,,,,-72467.05063305958,1.6070104039393675e-102,0.0,,,,,4.594063530519885e-246,1.2665766045243187,1.2665766045243185,,,,,44824.72404936494,44841.64153287991,0.5248775907495216,11682.939647689891,0.5244196414394007,Pass,Pass,8,0.02574369921667976,3.484819849997675e-113,6.579961793686137e-08,True,,,True,,
39,OVXCLS_lag7,T10YIE_lag0,,,,,322.08420979018115,42521.15400247807,,,,,-78473.26641932395,7.015501582772927e-135,0.0,,,,,3.034090666905012e-297,1.2982915965457693,1.2982915965457693,,,,,44567.57776277135,44584.49524628632,0.5801802449129193,10981.984120993158,0.5797755993658474,Pass,Pass,8,0.03270667653035256,3.1493133936573163e-102,0.04070678825932123,True,,,True,,
40,OVXCLS_lag7,T10YIE_lag7,,,,,343.22491001319435,43292.58812055965,,,,,-80634.78634147694,4.479794609800218e-146,0.0,,,,,2.6623732729057513e-299,1.3406307657697958,1.3406307657697958,,,,,44569.9128813794,44586.83036489438,0.5797082141415861,10988.156267563554,0.5793031136250961,Pass,Pass,8,0.031611218711021946,1.2782388469006539e-108,0.06047198083725308,True,,,True,,
41,OVXCLS_lag7,T10YIE_lag14,,,,,323.1844485881065,41871.87255967822,,,,,-77050.16246813218,5.565379865140181e-126,0.0,,,,,7.62892667620423e-270,1.317515120822172,1.317515120822172,,,,,44716.712386016494,44733.62986953147,0.548942957867917,11383.219485278145,0.5485082040923681,Pass,Pass,8,0.03226238787068382,8.880729592991203e-102,5.5443446898184386e-08,True,,,True,,
42,OVXCLS_lag14,T10YIE_lag0,,,,,307.05435984692394,41714.822341376326,,,,,-76356.84341342335,1.0266896072717388e-123,0.0,,,,,4.97767147993358e-286,1.272723784626338,1.2727237846263377,,,,,44618.99479584557,44635.91227936054,0.5696628445511829,11118.694519288323,0.5692480617507503,Pass,Pass,8,0.02927135079646381,3.803911853519984e-58,5.069229592764009e-08,True,,,True,,
43,OVXCLS_lag14,T10YIE_lag7,,,,,321.40491911687894,42102.81768962463,,,,,-77531.66795151742,9.581048357480513e-130,0.0,,,,,6.776927275991576e-283,1.3029125356770257,1.302912535677026,,,,,44645.121868773764,44662.03935228874,0.5642179791087527,11188.813379516092,0.5637979482452431,Pass,Pass,8,0.031600406105419435,6.015783868879399e-108,0.0016647926955489262,True,,,True,,
44,OVXCLS_lag14,T10YIE_lag14,,,,,342.32574255925755,42858.17060433147,,,,,-79649.83235684992,3.8509790043770517e-140,0.0,,,,,3.7347215846142853e-284,1.34626057869733,1.34626057869733,,,,,44651.50224186023,44668.419725375206,0.5628778805262925,11206.003858476313,0.5624565580014986,Pass,Pass,8,0.030013672369125624,9.520589275507131e-109,0.0003928096184902398,True,,,True,,
45,OVXCLS_lag0,DBAA_lag0,,,,,-47.10250691355625,-19043.703855272754,,,,,95246.3364424599,0.00011985940921311137,3.804335687580907e-271,,,,,0.0,1.0131020271575328,1.0131020271575326,,,,,45130.92697130677,45147.844454821745,0.4494448653561369,12576.210114077372,0.448914209804673,Pass,Pass,9,0.006332357659236641,1.0148548119344344e-110,8.084555452369362e-65,True,,,,True,
46,OVXCLS_lag0,DBAA_lag7,,,,,-53.17345075882933,-19328.095358035083,,,,,96722.12629348709,1.1482457854611219e-05,4.963329025400623e-282,,,,,0.0,1.015575729102033,1.0155757291020329,,,,,45080.758293637016,45097.67577715199,0.4625776232999317,12425.310451469006,0.46205962582841364,Pass,Pass,9,0.006779202987121623,1.867066310352105e-107,2.143883475548069e-64,True,,,,True,
47,OVXCLS_lag0,DBAA_lag14,,,,,-61.40527574766573,-19628.9450796784,,,,,98359.95737606494,3.120279853365641e-07,3.0136619823894484e-293,,,,,0.0,1.0193402773925417,1.0193402773925417,,,,,45029.05704190529,45045.974525420264,0.4757838812013383,12271.695239548806,0.4752786126530987,Pass,Pass,9,0.00721494877249081,2.3314693598577128e-102,4.285564807728617e-65,True,,,,True,
48,OVXCLS_lag7,DBAA_lag0,,,,,-49.48092461425013,-19069.63796567846,,,,,95445.98801660322,5.409092606817556e-05,1.9401676351731703e-271,,,,,0.0,1.0151342081739885,1.0151342081739887,,,,,45129.42027622862,45146.3377597436,0.4498439115807744,12571.651625254757,0.4493136406521776,Pass,Pass,9,0.006415267736983656,2.141967562613577e-111,6.465652339088713e-64,True,,,,True,
49,OVXCLS_lag7,DBAA_lag7,,,,,-45.88847213900273,-19276.251543508966,,,,,96220.85967007624,0.00015159461605804733,6.22364016696262e-281,,,,,0.0,1.0130839884505314,1.0130839884505312,,,,,45085.661687969,45102.57917148397,0.46130798644878634,12439.978919325189,0.46078876523090573,Pass,Pass,9,0.00663281602740203,1.5847595174487613e-108,2.3876248245459362e-63,True,,,,True,
50,OVXCLS_lag7,DBAA_lag14,,,,,-51.942244842735214,-19552.051901916173,,,,,97669.08693167476,1.4794702000263481e-05,1.3299841428076297e-291,,,,,0.0,1.0155382457070683,1.0155382457070685,,,,,45036.47951313864,45053.39699665362,0.47390806960544485,12293.631642779801,0.47340099304602845,Pass,Pass,9,0.00709897906262935,7.602616607943116e-104,8.524406348834205e-64,True,,,,True,
51,OVXCLS_lag14,DBAA_lag0,,,,,-60.0207025915825,-19169.655710295578,,,,,96272.0482250227,1.0294908499378548e-06,4.646927722089237e-273,,,,,0.0,1.0213830028009532,1.0213830028009532,,,,,45121.83438198397,45138.75186549895,0.45184863605838743,12548.725678105826,0.4513202973943474,Pass,Pass,9,0.006580680940856483,1.3068730926951374e-111,3.841359351630603e-63,True,,,,True,
52,OVXCLS_lag14,DBAA_lag7,,,,,-48.62661051360929,-19301.990890620906,,,,,96433.92555322518,6.042886451448767e-05,2.7653773748841005e-281,,,,,0.0,1.014921743474523,1.0149217434745232,,,,,45083.92189281922,45100.839376334196,0.4617588149007108,12434.772353999726,0.46124002821627785,Pass,Pass,9,0.006703094901876681,3.8552270869111107e-109,2.037103720130026e-62,True,,,,True,
53,OVXCLS_lag14,DBAA_lag14,,,,,-44.869600655765694,-19500.248923292336,,,,,97176.38125423474,0.00018098813041901083,1.5141676850488474e-290,,,,,0.0,1.0128595603339914,1.0128595603339914,,,,,45041.23250122459,45058.14998473957,0.47270336770324617,12307.699234191276,0.47219512998536983,Pass,Pass,9,0.006929414798093847,7.08725978283381e-105,9.167539297258793e-63,True,,,,True,
54,OVXCLS_lag0,VIXCLS_lag0,,,,,-195.78649268339967,728.4471533754523,,,,,8965.4345914669,8.967984507704901e-15,8.864545610209319e-26,,,,,1.3188052770786552e-24,2.474487756537047,2.474487756537047,,,,,46260.370507491985,46277.28799100696,0.05190811322762745,16503.444272412777,0.0509942897223048,Pass,Pass,10,0.009137830534177306,8.57643371324338e-10,5.251624501284854e-222,True,,,,,True
55,OVXCLS_lag0,VIXCLS_lag7,,,,,-224.54484562692596,812.7330162373488,,,,,8597.540017617563,6.451364352864205e-18,7.260018465922886e-30,,,,,4.6068223600929796e-23,2.6450856413318613,2.6450856413318604,,,,,46241.672977325026,46258.59046084,0.060400636320662615,16429.363290184163,0.05949499837976702,Pass,Pass,10,0.012853889375262233,1.1563347097795102e-07,1.933532003721137e-228,True,,,,,True
56,OVXCLS_lag0,VIXCLS_lag14,,,,,-206.77153722460656,774.901910214784,,,,,8615.92848340011,1.0672061992063485e-16,1.7880082952588955e-29,,,,,4.313193035718053e-23,2.424475716822285,2.424475716822285,,,,,46243.46483256487,46260.38231607984,0.05959007224677648,16436.44832096314,0.05868365303930356,Pass,Pass,10,0.010539528266504,1.3555605101171671e-11,3.9527306399726816e-216,True,,,,,True
57,OVXCLS_lag7,VIXCLS_lag0,,,,,-120.59389639038233,537.566363947322,,,,,9459.708274258519,3.1761410662437e-08,2.86838354201751e-19,,,,,2.7764034697114783e-26,1.8312267632427008,1.8312267632427004,,,,,46289.9339300128,46306.85141352777,0.03832333402555166,16621.258934036894,0.03739641675714267,Pass,Pass,10,0.00633726301670789,9.880905574013045e-11,5.424035028913194e-215,True,,,,,True
58,OVXCLS_lag7,VIXCLS_lag7,,,,,-200.32259406316092,751.3931593968573,,,,,8748.873031392939,1.9579252773089413e-15,2.304912313745329e-27,,,,,1.148511514205579e-23,2.474356853850817,2.474356853850817,,,,,46252.96283317889,46269.88031669387,0.05528186330990714,16474.054654145937,0.05437129161189269,Pass,Pass,10,0.008616929744677712,1.7700348914538797e-11,1.0989439156885061e-217,True,,,,,True
59,OVXCLS_lag7,VIXCLS_lag14,,,,,-229.8141638470824,838.1747615081746,,,,,8377.651901630219,1.2652131925656946e-18,2.3552159999440632e-31,,,,,4.600790319570159e-22,2.662527295922599,2.662527295922599,,,,,46234.69675108188,46251.614234596855,0.06354975427693121,16401.80823404832,0.0626471516304512,Pass,Pass,10,0.013490388600305936,3.7381012693397274e-10,5.639619525795475e-218,True,,,,,True
60,OVXCLS_lag14,VIXCLS_lag0,,,,,-81.29314086699691,444.57397319978645,,,,,9596.537116238,4.121201755472828e-05,3.2780335025659575e-16,,,,,5.184281327894667e-26,1.5087673273157116,1.5087673273157114,,,,,46303.739257660214,46320.65674117519,0.031913102966352525,16676.5629424897,0.030980007161982792,Pass,Pass,10,0.00485030274139565,9.490851119057488e-12,1.4050116199898734e-211,True,,,,,True
61,OVXCLS_lag14,VIXCLS_lag7,,,,,-124.10809174451384,557.2070233017128,,,,,9258.374072210696,1.1795793353398605e-08,1.2421290817446015e-20,,,,,2.165051699753891e-25,1.8289958520091267,1.8289958520091265,,,,,46283.601018047724,46300.5185015627,0.04124967801903323,16595.95075021215,0.04032558132314801,Pass,Pass,10,0.005911414756279487,8.611160492979655e-13,1.378907746780294e-211,True,,,,,True
62,OVXCLS_lag14,VIXCLS_lag14,,,,,-205.83897976496274,776.383932591484,,,,,8544.895852897907,3.366445063135317e-16,6.428644621069172e-29,,,,,9.718405700954592e-23,2.482209569981083,2.482209569981083,,,,,46245.73374309907,46262.65122661404,0.05856270396823948,16445.424021719806,0.057655294526281264,Pass,Pass,10,0.008988950106078529,4.709235531262606e-15,4.726418678408949e-208,True,,,,,True
63,DCOILWTICO_lag0,SP500_lag0,,,,,103.81259026590058,20.57662208629526,,,,,-54037.645169973315,2.0113516331945784e-14,0.0,,,,,0.0,1.3303883304060846,1.3303883304060846,,,,,42630.39389469527,42647.311378210245,0.8347283164273366,6890.466117818583,0.8345690184190738,Pass,Pass,11,0.015146178810898267,6.351934809212114e-79,5.54440402773742e-119,,True,True,,,
64,DCOILWTICO_lag0,SP500_lag7,,,,,102.84022883632156,20.586391952251066,,,,,-53845.79980776171,1.0900533038058509e-13,0.0,,,,,0.0,1.3351633934564742,1.3351633934564737,,,,,42707.00451974561,42723.92200326059,0.8285214531243836,7018.661107902227,0.8283561725972746,Pass,Pass,11,0.016709619019609375,9.744960826197161e-76,1.2378848906980259e-142,,True,True,,,
65,DCOILWTICO_lag0,SP500_lag14,,,,,104.70484667195264,20.542158140681423,,,,,-53651.34119778042,1.213291454608994e-13,0.0,,,,,0.0,1.3369828502836936,1.3369828502836936,,,,,42786.8997204539,42803.81720396887,0.8218000398853085,7154.8935575522955,0.8216282808876076,Pass,Pass,11,0.016092380994068352,3.213352694132964e-75,8.269400574760088e-164,,True,True,,,
66,DCOILWTICO_lag7,SP500_lag0,,,,,104.73325391229197,20.613853185759556,,,,,-54187.69977784066,1.1949857331183622e-14,0.0,,,,,0.0,1.2993854644407905,1.2993854644407905,,,,,42629.36763396244,42646.28511747742,0.834809918911908,6888.764832498443,0.8346506995566424,Pass,Pass,11,0.014861814288729501,8.151548880239915e-78,3.703245999175242e-118,,True,True,,,
67,DCOILWTICO_lag7,SP500_lag7,,,,,93.38915859893676,20.701131938076514,,,,,-53655.87873283214,1.9864129672663515e-11,0.0,,,,,0.0,1.3155831450248132,1.3155831450248132,,,,,42717.235181539014,42734.15266505399,0.8276751274741004,7035.959953198233,0.8275090312114248,Pass,Pass,11,0.017034728891904202,1.2256489776739694e-75,7.405279693310683e-139,,True,True,,,
68,DCOILWTICO_lag7,SP500_lag14,,,,,91.80124916290431,20.68466532651996,,,,,-53352.884444207586,1.1090949612861092e-10,0.0,,,,,0.0,1.3212500752738796,1.3212500752738796,,,,,42800.29025873386,42817.20774224884,0.8206480195823267,7177.983641137227,0.820475150203611,Pass,Pass,11,0.016341047210247477,5.262329802663961e-75,2.2310239608528903e-158,,True,True,,,
69,DCOILWTICO_lag14,SP500_lag0,,,,,103.83416363030943,20.662900160347704,,,,,-54273.259333108224,2.008373117634652e-14,0.0,,,,,0.0,1.2721080794209483,1.2721080794209483,,,,,42630.390974127025,42647.308457642,0.8347285487116928,6890.4612756459455,0.8345692509273185,Pass,Pass,11,0.015116241838092778,9.175299362441004e-78,2.3177548757266786e-117,,True,True,,,
